Team Name,Execution Planner Name,Goal Name,Total journey Executed,Total journey Passed,Total journey Failed,Passed Journey Names,Failed Journey Names
AIR (AIR),Night Air run,Air Milestones Service cases (Air),54,49,5,"C260044 Verify the loads with status as ""On Rail to Delivery"" are only displayed on applying ""On Rail to Delivery"" Filter, C260046 Verify the loads with status as ""At Customs at Hub Airport"" are only displayed on applying ""At Customs at Hub Airport"" Filter, C260047 Verify the loads with status as ""At Customs at Destination Airport"" are only displayed on applying ""At Customs at Destination Airport"" Filter, C260048 Verify the loads with status as ""Customs Released at Hub Airport"" are only displayed on applying ""Customs Released at Hub Airport"" Filter, Verify Split API case - active, Update flightBooking Quantity by DEP event, DLV Event for Last Stop, Process Events State Machine Flow, Proccessing Booking & Departure Events, Processing DLV Events, Processing Events on AirIntermodal Load, Processing Events with stop change, Process Events with State Machine errorr, Process Events with uldData, Booking event on load, Flight Tracking with Geofence Arrival/Departure, Process events after load delivery, Validate duplicate event processing, Validate Invalid Pull API Response, Verify whether on using updates API, tracking updates are updated & GetCarrierEvents, Stop Sequence Updated case, Inland Event Processing, Process event by matching city, Stop Change cases edge cases - Specific cases with source as yourEDI, V2 with headrun, JT Updates, Verify Split API case, Verify Split API case - resolved, Split Arrival Detection & DEP event with zero quantity, Air Event Re-Processing, V2 Basic Event Processing, Validate duplicate event detection, Process V2 Event with Booking Events, & Origin & Destination Stop Change, Process D1 in V2, Processing V2 event with trackingNumber & Mawb, the Mawb should be updated to the load, TACM Event, INB Event, C260038 Verify the loads with status as ""Arrived at Hub Airport"" are only displayed on applying ""Arrived at Hub Airport"" filter, C260039 Verify the loads with status as ""Arrived at Destination Airport"" are only displayed on applying ""Arrived at Destination Airport"" filter, C260049 Verify the loads with status as ""Customs Released at Origin Airport"" are only displayed on applying ""Customs Released at Origin Airport"" Filter, C22855849 Verify the air loads and filter in UI, C260050 Verify the loads with status as ""Customs Released at Destination Airport"" are only displayed on applying ""Customs Released at Destination Airport"" Filter, C260052 Air Exceptions - Verify the loads stuck with status ""Arrived at origin airport"" for the specified days are displayed on applying ""Stuck at Origin Airport"", C260042  Verify the loads with status as ""Departed atDestination Airport"" are only displayed on applying ""Departed at Destination Airport"" filter, C259944 Verify the loads with status as ""Arrived at Origin Airport"" are displayed on applying ""Arrived at Origin Airport"" filter, C260041 Verify the loads with status as ""Departed at Hub Airport"" are only displayed on applying ""Departed at Hub Airport"" filter, C260040 Verify the loads with status as ""Departed at Origin Airport"" are only displayed on applying ""Departed at Origin Airport"" filter, C260045 Verify the loads with status as ""At Customs at origin airport"" are only displayed on applying ""At Customs at origin airport"" Filter, C260053 Air Exceptions - Verify the loads stuck with status ""Arrived at Hub airport"" for the specified days are displayed on applying ""Stuck at Hub Airport"", C260054 Air Exceptions - Verify the loads stuck with status ""Arrived at Destination airport"" for the specified days are displayed on applying ""Stuck at Destination Airport""","DEP event with zero quantity & Split Arrival, Shipment Rollover Event, No ETD Update From booking Events, Case with booking, departure, delivery event"
AIR (AIR),Night Air run,Air Worker Cases(Air),24,19,5,"C259389 Verify the load is getting tracked on receiving the P1 event at the hub airport, C259467 Verify the hub airport is appended after the origin airport if the live tracking is at the origin stop after enrichment, C259390 Verify the live tracking stops on receiving the arrived at hub airport event, First journey, Check if on deleting a load, load is removed from UI, To check if on creating (air-tl) consignment loads, eta is propagated on different triggers (X4 event), To verify if an At risk Reason is removed from a load, Air Headrun Subscription Deletion Trigger, To check if historical locations are processed for flight locations, Process History of Locations V2, Check if delivery stop ETA is reflected V2, check if delivery eta is reflect when stop doesn;t have appointment time V2, C8295662 Verify the ML ETA is generated, Check Network & update for airexternal Providers, Check network settings & update, Verify update stop, To check if Tags & operating carrier is updated on the load, Verify Stops are geocoded, C259356 Verify the hub airport is not dynamically created when the flight's destination airport is the immediate leg of the enriched load, C22855863 Verify gravity subscription is created, C259466 Verify the hub airport is appended after the origin airport if the live tracking is at the origin stop before enrichment","C259391 Verify the live tracking stops on receiving the arrived at destination airport eventairport event, To check if flight Locations are processed on a load, Pull Api Cases"
AIR (AIR),Night Air run,Air Service cases(Air),5,5,0,"First journey, Verify Invalid Stop ID, Fetch Active Shipments Invalid cases, Create Booking API test, Air Tracking Updates invalid cases",
AIR (AIR),Night Air run,Common Service cases (Air),4,4,0,"UPDATE - Verify the tags can be updated for the load and can be viewed at stop levelPublish, First journey, C22855857 Verify Mass Update Load creationPublish, C22855851 Verify Stops are geocoded",
Barge (BARGE),Barge FEC Test Execution,Barge Tracking Test Cases,7,6,1,"C28137320 :Verify Barge icon for barge load, C27832941: Verify Barge tracking license, C28875591 :Verify barge mode filter, C28876087 :Verify Barge additional fields, C29201324:Verify Barge Events Filter, C29201941:Verify milestone message for ETA event",28604045:Verify Barge ETA config tab on global setting page
Ocean (OC),FEC_REGRESSION_PLAN,FEC Regression signoff cases,22,21,1,"C27177662 - The label under Reference # column on each group should be ""Booking #"" if Booking # is chosen under Group By. Similarly, should be ""Bill of Lading #"" if Bill of Lading is chosen, C27177689 - Validate the working of pagination controls, C28605838-Verify Japanese translation for Load Status on Dream Ocean UI, C27177656- Validate that Dream UI is accessible only for Ocean license enabled companies (under list view only), C27177657 - Validate that Dream UI is accessible only under the list view only, C27177659 - Group by should be accessible ONLY when Ocean mode filter is applied, C27177661 - On choosing any option other than None in Group by, the Shipment modes filter should be disabled (with Ocean selected in it), and the Shipment mode filter modal will have a tooltip, indicating to choose Group by None to view all mode shipments, C27177662 - The label under Reference # column on each group should be ""Booking #"" if Booking # is chosen under Group By. Similarly, should be ""Bill of Lading #"" if Bill of Lading is chosen, C27177663 - Ensure that the Booking overview page is pulled up when clicking on the Booking #, C27177657 - Validate that Dream UI is accessible only under the list view only, C27177659 - Group by should be accessible ONLY when Ocean mode filter is applied, During reload (when the data is being fetched from BE), the Group By option should stay disabled, C27177663 - Ensure that the Booking overview page is pulled up when clicking on the Booking #, Ensure that only 10 loads are displayed at a time on the UI under a group (of Booking # of BOL#), C27177681 - Validate that all the containers under the booking is listed, and compare with total contaniers value, C27177678 - Validate whether Search by container number is working, by feeding one or multiple container numbers as inputs. Check invalid value as well, C27177679 - Validate that all the container info modals are expandable in the Booking details page. , Validate Container validation filter by creating load for valid and invaid container and ensuring it gets filtered under relevant alert., C27177685 - Validate Load status in conjunction with Shipment Activity filter, and other common filters including Tags, Carrier, Stop location, Stop date, Customers., C27177687 - Validate Easy Load Creation Status option under Tools menu, Validate that ""Ocean Tracking"" option is listed under the Shipments menu, C27177686 - Validate Load alerts filter by creating load for each case and ensuring it gets filtered under relevant alert., C27177667 - Booking overview page, C27177690 - Bill of lading overview page, C27177668 - Validate the container info presented in the Booking overview (or BOL overview) page for a particular container., C27177660 - Once reloaded (data fetched from BE), the Group By option should be accessible, with ""None"" selected as default. Should be able to select Booking # or Bill of Lading # under Group By, C27177658 - On navigating to list view, the info icon should always be present next to the Group By text box if the client has Ocean license enabled, C27177661 - On choosing any option other than None in Group by, the Shipment modes filter should be disabled (with Ocean selected in it), and the Shipment mode filter modal will have a tooltip, indicating to choose Group by None to view all mode shipments, C27177656- Validate that Dream UI is accessible only for Ocean license enabled companies (under list view only)",Ensure that only 10 loads are displayed at a time on the UI under a group (of Booking # of BOL#)
Ocean (OC),TRACKING FEC_REGRESSION_PLAN,TRACKING FEC,3,3,0,"C27833105 - Validate load mode icon for Ocean and Intermodal loads., C27833107 - Validate load status and Tracking updates when events are processed., C27833108 - Validate the ocean-specific load identifiers on load card and stops info in stops tabs",
Ocean (OC),JAPANESE_REGRESSION_PLAN,FEC Regression signoff cases,8,7,1,"C27177662 - The label under Reference # column on each group should be ""Booking #"" if Booking # is chosen under Group By. Similarly, should be ""Bill of Lading #"" if Bill of Lading is chosen, C27177689 - Validate the working of pagination controls, C28605838-Verify Japanese translation for Load Status on Dream Ocean UI, C27177656- Validate that Dream UI is accessible only for Ocean license enabled companies (under list view only), C27177657 - Validate that Dream UI is accessible only under the list view only, C27177659 - Group by should be accessible ONLY when Ocean mode filter is applied, C27177661 - On choosing any option other than None in Group by, the Shipment modes filter should be disabled (with Ocean selected in it), and the Shipment mode filter modal will have a tooltip, indicating to choose Group by None to view all mode shipments, C27177662 - The label under Reference # column on each group should be ""Booking #"" if Booking # is chosen under Group By. Similarly, should be ""Bill of Lading #"" if Bill of Lading is chosen, C27177663 - Ensure that the Booking overview page is pulled up when clicking on the Booking #, C27177657 - Validate that Dream UI is accessible only under the list view only, C27177659 - Group by should be accessible ONLY when Ocean mode filter is applied, During reload (when the data is being fetched from BE), the Group By option should stay disabled, C27177663 - Ensure that the Booking overview page is pulled up when clicking on the Booking #, Ensure that only 10 loads are displayed at a time on the UI under a group (of Booking # of BOL#), C27177681 - Validate that all the containers under the booking is listed, and compare with total contaniers value, C27177678 - Validate whether Search by container number is working, by feeding one or multiple container numbers as inputs. Check invalid value as well, C27177679 - Validate that all the container info modals are expandable in the Booking details page. , Validate Container validation filter by creating load for valid and invaid container and ensuring it gets filtered under relevant alert., C27177685 - Validate Load status in conjunction with Shipment Activity filter, and other common filters including Tags, Carrier, Stop location, Stop date, Customers., C27177687 - Validate Easy Load Creation Status option under Tools menu, Validate that ""Ocean Tracking"" option is listed under the Shipments menu, C27177686 - Validate Load alerts filter by creating load for each case and ensuring it gets filtered under relevant alert., C27177667 - Booking overview page, C27177690 - Bill of lading overview page, C27177668 - Validate the container info presented in the Booking overview (or BOL overview) page for a particular container., C27177660 - Once reloaded (data fetched from BE), the Group By option should be accessible, with ""None"" selected as default. Should be able to select Booking # or Bill of Lading # under Group By, C27177658 - On navigating to list view, the info icon should always be present next to the Group By text box if the client has Ocean license enabled, C27177661 - On choosing any option other than None in Group by, the Shipment modes filter should be disabled (with Ocean selected in it), and the Shipment mode filter modal will have a tooltip, indicating to choose Group by None to view all mode shipments, C27177656- Validate that Dream UI is accessible only for Ocean license enabled companies (under list view only)",Ensure that only 10 loads are displayed at a time on the UI under a group (of Booking # of BOL#)
Ocean (OC),UI_REGRESSION_PLAN,Existing UI TCs ,20,19,1,"263498-Check whether other format files are not uploaded to the transit & demurrage sections, 10040643-check whether Mass Update Option is shown for Admins & superadmins, 259403-Check whether the POD filter is applied on exceptions, 264627-Check whether Ocean simple& Extended template file options are available in Massupdate, 12674786-Verify all companies can see the ocean exception filter, 12674785-Verify if the filters are accepting correct data, 12674784-Verify If the Ocean exceptions are present in Redesign UI, 259404-Check whether the POL filter is applied on exceptional form, 16545914-Verify the port changes and rolled booking exception filters., 12673090-Check whether shipment info is displayed on mouse hover in GMV map view, 22855913-Check whether the filters applied on shipment at port and exception, 19541474-Verify the load count which is shown in ""At Destination"" and ""Stuck at POL"", 12681348-Verify the timezone offset applied on carrierETA timestamp., 259405-Check whether the Tags filter is applied on exceptions, 10117289 - Verify if Port terminal tab is present, 12674790 - Verify if asset based filter should be visible for all companies, 259784-Check whether original ETD is shown in new UI & old UI via OI & EDI, 259783-Check whether original ETD is shown in new UI & old UI , 264317-Check whether POL,POD,TSP filters autocomplete APIs for city/state & country are working as expected.",263371-Check whether the fields in the dropdown in tools are working as expected.
RAIL (RAIL),Regression Rail Run,REGRESSION SUITE(Rail),13,5,8,"16_Rail Location Update callbacks with Rail Events, (Done)_5_Adding/Removing Rail Equipment to Railinc Fleet (default), (Done)_6_Adding/Removing Rail Equipment to Railinc Fleet (custom), (Done)_9_Assign wagon number to a Rail Load with EU Rail license enabled, (Done)_7_Rail Fleet Management, 13_Rail Leg detection on Ocean load through Railinc","(Done)_1_Rail Event Processing via Railinc(Rail Only), (Done)_2_Rail Event Processing via Railinc(intermodal), (Done)_3_Rail Event Processing via dispatcher API, 10_Rail Ocean Intermodal handoff, (Done)_4_RAIL ML ETA calculation to delivery stop, 8_Railcar Diversion Detection for pure rail loads, Done_11_Rail Terminal Creation for Intermodal loads, 14_Automatic empty rail load creation (Rail Only Load), 12_Rail ML ETA Calculation to the destination rail terminal stop, 15_Rail Event Notification"
LTL (LTLNG),Regression Run,Additional Data Ingestion,4,4,0,"C17356831 : Validate the load service API, C17356832 : Bots - Verify the data ingested form Bots API respone, C17356833 : FedEx, C17356834 : UPS - Verify the data ingested form UPS API respone",
LTL (LTLNG),Regression Run,Load Service,6,5,1,"T6: C17356821: Verify that the splitshipments from CSV file are updated on LTL load., First journey, T2 - C12639011: Split shipments for Parcel loads, T3 - C12654505: Bots API - Verify whether split shipments are updated on the load. , T4 - C12654506: Bots API - Verify the updates on the child shipments that were on the load.",T1 - C12639010: Split shipments for LTL loads
LTL (LTLNG),Regression Run,LTL Service,1,1,0,"Batch fetch, ELC through API Integration - Parcel",ELC through API Integration - LTL
LTL (LTLNG),Regression Run,Company and Network Settings LTL,2,2,0,"Document Retrival in Network Settings, ML ETA Setting for a Company",
LTL (LTLNG),Regression Run,Parcel Load Creation from UI load creation page.,3,3,0,"Journey 4 - Adding a Terminal in Between Stops, Journey 3- Adding more details too load, Journey 2  - Validations",
LTL (LTLNG),Regression Run,E-URL Page,2,1,1,E-Url Associations,E-url pages for LTL loads
LTL (LTLNG),Regression Run,LTL LOAD CREATION ,2,2,0,"LTL load with multiple stop, LTL load with invalid details",
LTL (LTLNG),Regression Run,TrackingService,3,3,0,"Status Update via Dispatcher API, ECTA Status and filter, Remaning Status Update via Dispatcher API",
LTL (LTLNG),Regression Run,Milestone service API,2,1,1,First journey,PRO number capture
LTL (LTLNG),Regression Run,Validate PATCH API,1,1,0,First journey,
LTL (LTLNG),Regression Run,NEW LOAD CREATION,1,1,0,C23412907 : ltl load creation,
LTL (LTLNG),Regression Run,View Load,27,27,0,"C263715: Validate the Static and Dynamic elements in Courier Load card (Collapsed View), ML ETA for LTL Load, Validate Autocalculate Delivery, C23412914 : validate ltl load document section, C23412912 : validate stop section for parcel load, Expand the parcel load card and check the details , C260095 : trasit day for parcel, C23412909 :ltl load card validation, C23412913: Validate Tracking Details for ltl load, C23412913 : Validate Tracking Details for parcel load, C23412912 :Validate the stop section for ltl load, Expand the ltl load card and check the details, mark as parcel load, C23412911 : validation the view ref for parcel, C23412916:Tracking Updates/Notes for ltl load, C259540 : validate track load for ltl, mark as ltl load, Validate track load for parcel, C23412910 : parcel load card validation, C23412916: Tracking Updates/Notes for parcel load, C260095 : trasist day for ltl, C23412914 :validate parcel load document section, C23412911 : validation the view ref for ltl , C6791433: Verify Split parcels accessibility between FK loads and non-FK loads, Test with invalid inputs for SplitShipmentsCreate API, Test with Invalid Inputs for SplitShipmentUpdate and SplitShipmentSearch APIs, C26478720: Split Shipment Create And update",Late Reason Code
LTL (LTLNG),Regression Run,UPS PubSub,4,4,0,"UPS OAuth changes from keys, UPS PubSub Subscription API, Parser Cases, PRS: PUBSUB load create and Load Status Update",
LTL (LTLNG),Regression run 2,LTL Service,2,1,1,"Batch fetch, ELC through API Integration - Parcel",ELC through API Integration - LTL
Redesign (RD),Regression,Sharable Filters,5,5,0,"C29206680 - Ability of usergroup users to share/update/delete filters to users , C29206624 - Ability of admin to share/update/delete filters to users , C29206640 - Ability of groupadmin to share/update/delete filters to users , C29206656 - Ability of normal user to share/Update/delete filters to users , C29206681 - Ability of globaladmin to share/update/delete filters to users ",
Redesign (RD),Regression,Saved Filters,4,4,0,"C7104019 - Check if the saved filters creation and updation flow is working, C19250788 - Check if the saved filters deletion/Rename/Duplication is working. , C27332745 - Check if the search in the saved filter section is working , C29218713 - Check if the mark as default in the saved filter is working as expected ",
Redesign (RD),Regression,Search - Copy,4,4,0,"C26063663: All the loads are not displayed after search text is deleted, C259734: Check if search by reference number is working as expected, C29220267 - Verify the search field with matches option given for all users, C29220268 - Verify the search field with contains option given for all types of users ",
Redesign (RD),Regression,RD Load Card,28,24,4,"RD-785 Display latest comment in expanded load card, C4825005: Temperature Tracking, C265090 - consignment loads grouping, 263804 - watchers, C26063630: Persistence of Card/List View, C263480, C263479: ETA Explainability for other modes & ML ETA, RD-850: Loads are not listed in Beta Page, C23805198, C25098878 - Inbound, Outbound Load Validations, C26063811 : ""Zoom In"" for stops and pings, C26051138 RD-787 Switching Company Context, C26051139 RD-843 - Whitelabeling validation, C265091: Sibling Icon Validation, C26063810 : Load map view - Hover over the stops/pings, C29079914: Check if all the fields reference numbers are present inside the respective section in the freight details of the expanded load card, C29079916: Check if all the fields  in Basic  information  are present inside the respective section in the freight details of the expanded load card, RD-1831, C258526, C26061700: Check if all the static labels are present in the load card, C258527: Check if all the dynamic elements are displayed properly in the Load card, C258591: Check whether all the icons are present in the load properly, C258593: Validate journey bar colour for expired loads, C258595: Validate All Load statuses in UI, C258600: Check the restricted access of beta Loads page to the enabled users, C7555407: Check if the number of comments badge are displayed in Load page or not, C258324: Sort by carrier, C258328: Sort by Origin, C258329: Sort by Destination, C258336: Sort by Consignment Sequence","C19248032, C19248660, C263798, C263799, C19248661, C26061700, C258526, C258527, C259528, C258591, C29079915: Check if all the fields  in tags section are present inside the respective section in the freight details of the expanded load card, C29152051 Check if ETA is present for AWAITING TRACKING INFO, TRACKING INFO ASSIGNED status when the next stop has eta, C258327: Sort by Load Number, C29223943: Check for customer Name below Stop name in stop cards, C258595, C258596, C258597 - Automation related to ETA Status and ETA Color Codes, C263022, C263027, C263023: ETA Explainability for LTL, C263823 : Stop Actions"
Redesign (RD),Regression,white labelling,3,2,1,"C26064178: Verify whether custom company logo is displayed in the loads list page and dashboard page, C26064179: Verify whether custom company logo is displayed in all sub pages under tools tab",C26064180: Verify the custom logo/Fourkites logo is displayed in insights pages.
Redesign (RD),Regression,Export to Excel,3,2,1,"C264603, C264607: Number of Column, Reset Selection, Recently used template, C12669220,C12669219: Rearrange column data","C264597,C264605: Export to Excel"
Redesign (RD),Regression,RD Filters,17,17,0,"C264657: Test/View Only Shipments, 26063807: Verify the filter chip when timeframe filter is selected, C26049929: Dashboard filters, C264517: Remaining Miles Filter, C4817081: Shipper Filter, C26063812: Filters moved from general to load attributes and load status section, C264796: Temperature Tracking, C264580: Number of Stops Filter, C263982: ETA Status, C263984: Comments Filter, C263986: Priority Filter, C263988: Carrier Filter, C264852: Tags Filter, C6289806: Shipment Activity, C263987: Customer Filter, C3249823: Ship To/ Ship From Filter, C264579: SKU Filter",
Redesign (RD),Regression,RD Browser compatibility,5,5,0,"C260295,C264860,C260481,C260292-Check browser compactability, C263118-Check if global map view works as expected for browsersother than chrome (IE, Firefox, Safari, Edge), C260295: Freight Details Section, C260212: Comment Section, C258599, C12671803: User sessions",
Redesign (RD),Regression,RD Expanded Load Card,13,13,0,"C26061575: Location Details - Check the Appointment Time Label, C26061575: Verify the labels in pop up display of pickup and delivery icon in the map, C260211: Check if all users are able to view,post and delete user comments., C264859: Check vertical journey bar in Stops Only/All Milestones Tabs, C259195: Freight Details - Check if all the all the sections and their field values are displayed(Common sessions), C5085320:Check if the Pallet details are displayed with the following information on clicking More Details, C259196: Check if all the fields are present inside the respective section in the freight details of the expanded load card(Shipper/carrier/3PL) context, C259416-Freight details- Check if all the fields are present inside the respective section in the freight details of the expanded load card(Super admin specific), C259427:Loactions Details- Check if the correct details are displayed for all the 6 elements present in the Location Details tab of the expanded load card, C264857: Check static and dynamic elements in Stops Only tab, C23805195: Freight Details - RD-838, C263092: Map Actions, C263091,C263097,C4725690,C263090: Load Number, Load Status, Load ETA Status","C26064181: Freight Details - Check driver name when hide/mask driver phone enabled, C26049928, C264930, C29079915: Freight Details - Check the tracking informations"
Redesign (RD),Regression,RD Global Header ,3,1,2,C5928784 : Check language translation for beta button,"Tools - Global Header Navigation - Other Users, Tools - Global Header Navigation - Super Admin"
Redesign (RD),Regression,RD Load Details Journey Timeline,1,1,0,Display units field for Ocean load journey timeline stops,
Redesign (RD),Regression,RD LoadList,10,8,2,"C12670534:Check if all the static labels are present in the List View., C12670538: Check if all the dynamic elements are displayed properly in the List View., C264780:Check bulk selection and bulk action options' labels, C264781:Check the functionality of bulk actions, C12670964: Check if the List View works as expected for different user roles., C264931: Check the add/remove functionality of bulk tags, C6393237: Check if """"Want & Appointment Time"""" toggle functionality is working, C29079917: Verify all the fields are present correctly in the list view configuration and are configurable","C12670539, C12670540, C12670542, C12670541, C12670803, C12670804, C12670817, C26063870, C26065281, C26065287, C26065282: Check if the newly added dynamic labels are correctly getting added to the List view"
Redesign (RD),Regression,RD Configure Shipment cards,5,5,0,"C29215925 - Load config - Chips to be displayed for LTL, C260206, C260210 - Load config - Chips to be displayed for FTL , C29215926 - Load config - Chips to be displayed for PARCEL , C29216035 - Load config - Chips to be displayed for COURIER",C260207 : Load config - cancel flowsplayed
Redesign (RD),Regression,Comments,2,1,1,C260211 - Verify Clear and Word Limit,C29214090 - Verify the User Comments section based on permissions
Redesign (RD),Regression,Documents,3,2,1,"C264254, C264255",C29215251 - Verify the documents section based on the user permission settings for user group users 
Redesign (RD),Regression,Configure Filters,11,9,2,"C29208905 & C29208921 - Super Admin, C29208905 & C29208921 - Admin, C29208905 & C29208921 - User, C29208905 & C29208921 - Usergroup Admin, C29208905 & C29208921 - Usergroup User, C29208924  - Favourite Filters - Admin, C29208924  - Favourite Filters - User, C29208924  - Favourite Filters - Usergroup Admin, C29208924  - Favourite Filters - Usergroup User","C29208924  - Favourite Filters - Super Admin, C29208922 - Configurable Filter Search"
Address Manager (ADM),Geo Service + EURL Regression,Geo Service,4,3,1,"27636673 Assign Unassign Customers, 263510 Bulk Upload Address, 28877648 Stop Location Filter, Geo - Service Sanity",
Address Manager (ADM),Geo Service + EURL Regression,EURL Service,1,0,1,,29223171 Share shipment eURL redirection
Collaboration (COL),API_Regression,Unified Export to Excel - API,3,3,0,"264220  Validating reports in different languages, Validating Quick Export API, Validating Custom Export API",
Collaboration (COL),API_Regression,Unified Exports UI Regression,3,3,0,"27332894 Validating column reordering and resetting selection - stop_level, 27177653 Verify UE2E for different user logins, 27177903 Validating UI components for Unified Export to Excel, 27185153 Validating count for the selected fields for stop_level, 27184759 Validating count for the selected fields for load_level, 27332756 Validating column mapping - load_level, 27332773 Validating column mapping - stop_level, 27332893 Validating column reordering and resetting selection - load_level, 27333380  Validating only one level accessible while selecting fields , Testing email part, 27508820  Email validation for selected fields for load_level, 27508821  Email validation for selected fields for stop_level, New Version vs Old Version for Custom Exports, Field Masking in Custom Exports Classic UI",
Collaboration (COL),Regression_UI,Unified Exports UI Regression,11,11,0,"27332894 Validating column reordering and resetting selection - stop_level, 27177653 Verify UE2E for different user logins, 27177903 Validating UI components for Unified Export to Excel, 27185153 Validating count for the selected fields for stop_level, 27184759 Validating count for the selected fields for load_level, 27332756 Validating column mapping - load_level, 27332773 Validating column mapping - stop_level, 27332893 Validating column reordering and resetting selection - load_level, 27333380  Validating only one level accessible while selecting fields , Testing email part, 27508820  Email validation for selected fields for load_level, 27508821  Email validation for selected fields for stop_level, New Version vs Old Version for Custom Exports, Field Masking in Custom Exports Classic UI",
Core Application(UM),SSO Login,SSO Login (Parent Child Relationship),3,0,3,,"SSO Parent Company User Login via Child Company Subdomain, SSO user login via different company's subdomain, SSO user login via same company's subdomian"
Core Application(UM),SSO Login,SSO Login Regression ,3,0,3,,"SSO Admin, SSO Manager, SSO User"
